,Unnamed: 0,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,dataset
18515,18515,0.794,Male,No relevent experience,no_enrollment,Graduate,Humanities,<1,50-99,Pvt Ltd,never,8,0.0,train
18516,18516,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,NGO,1,47,0.0,train
18517,18517,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,1,166,1.0,train
18518,18518,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,5,500-999,Pvt Ltd,2,131,0.0,train
18519,18519,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,12,1.0,train
18520,18520,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,never,10,1.0,train
18521,18521,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Funded Startup,1,69,0.0,train
18522,18522,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1,24,0.0,train
18523,18523,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,3,70,0.0,train
18524,18524,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,6,10000+,Pvt Ltd,1,12,0.0,train
18525,18525,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,2,106,0.0,train
18526,18526,0.92,Female,No relevent experience,no_enrollment,Graduate,Arts,16,50-99,Pvt Ltd,>4,35,1.0,train
18527,18527,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,never,18,0.0,train
18528,18528,0.682,Male,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,NGO,never,113,0.0,train
18529,18529,0.913,Male,No relevent experience,Full time course,Graduate,Other,1,50-99,Pvt Ltd,1,112,0.0,train
18530,18530,0.92,Male,No relevent experience,Part time course,Graduate,STEM,10,10000+,Pvt Ltd,4,9,0.0,train
18531,18531,0.866,Male,Has relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,1,33,0.0,train
18532,18532,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,3,50-99,Pvt Ltd,3,31,1.0,train
18533,18533,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,>4,28,0.0,train
18534,18534,0.836,Male,No relevent experience,no_enrollment,Primary School,STEM,1,50-99,Pvt Ltd,never,17,0.0,train
18535,18535,0.698,Male,Has relevent experience,Full time course,Masters,STEM,7,100-500,Pvt Ltd,2,38,0.0,train
18536,18536,0.926,Male,Has relevent experience,Part time course,Graduate,Arts,14,<10,Pvt Ltd,3,60,0.0,train
18537,18537,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,105,0.0,train
18538,18538,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,9,0.0,train
18539,18539,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,11,100-500,Pvt Ltd,1,19,0.0,train
18540,18540,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,33,0.0,train
18541,18541,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,53,0.0,train
18542,18542,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,4,266,0.0,train
18543,18543,0.855,Male,No relevent experience,no_enrollment,High School,STEM,<1,50-99,Pvt Ltd,never,37,0.0,train
18544,18544,0.754,Male,No relevent experience,no_enrollment,Graduate,STEM,19,500-999,Pvt Ltd,>4,41,0.0,train
18545,18545,0.866,Male,Has relevent experience,Full time course,Masters,STEM,10,500-999,Pvt Ltd,1,163,0.0,train
18546,18546,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,18,1.0,train
18547,18547,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,2,61,0.0,train
18548,18548,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,3,77,0.0,train
18549,18549,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,316,0.0,train
18550,18550,0.92,Male,No relevent experience,Full time course,High School,STEM,<1,10/49,NGO,1,87,1.0,train
18551,18551,0.939,Male,No relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,2,78,1.0,train
18552,18552,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,2,90,0.0,train
18553,18553,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,41,0.0,train
18554,18554,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,11,10/49,Pvt Ltd,4,106,0.0,train
18555,18555,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,>4,146,0.0,train
18556,18556,0.897,Male,No relevent experience,no_enrollment,High School,STEM,4,50-99,Pvt Ltd,3,17,0.0,train
18557,18557,0.926,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,17,1.0,train
18558,18558,0.926,Male,Has relevent experience,no_enrollment,Masters,Humanities,<1,50-99,Pvt Ltd,1,4,0.0,train
18559,18559,0.624,Male,Has relevent experience,Full time course,Masters,STEM,7,500-999,Pvt Ltd,1,35,1.0,train
18560,18560,0.74,Male,No relevent experience,no_enrollment,Masters,STEM,14,1000-4999,NGO,3,96,0.0,train
18561,18561,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,50,0.0,train
18562,18562,0.915,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,5000-9999,Public Sector,1,113,0.0,train
18563,18563,0.624,Male,No relevent experience,Full time course,Graduate,STEM,7,10/49,Funded Startup,2,151,1.0,train
18564,18564,0.804,Male,Has relevent experience,no_enrollment,Masters,Other,2,10/49,Pvt Ltd,1,40,0.0,train
18565,18565,0.878,Male,Has relevent experience,no_enrollment,High School,STEM,6,50-99,Pvt Ltd,1,29,1.0,train
18566,18566,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,18,50-99,Pvt Ltd,1,92,0.0,train
18567,18567,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,29,0.0,train
18568,18568,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,50-99,Pvt Ltd,never,42,0.0,train
18569,18569,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,2,38,1.0,train
18570,18570,0.897,Male,No relevent experience,Part time course,Masters,STEM,7,10/49,Pvt Ltd,1,16,0.0,train
18571,18571,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,>4,10,1.0,train
18572,18572,0.91,Male,Has relevent experience,no_enrollment,Phd,Arts,10,<10,NGO,1,17,0.0,train
18573,18573,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,Funded Startup,1,52,0.0,train
18574,18574,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,17,0.0,train
18575,18575,0.887,Male,No relevent experience,no_enrollment,High School,STEM,4,50-99,Pvt Ltd,never,148,0.0,train
18576,18576,0.836,Male,No relevent experience,no_enrollment,High School,STEM,9,50-99,Pvt Ltd,never,36,0.0,train
18577,18577,0.92,Male,Has relevent experience,Full time course,High School,STEM,4,50-99,Pvt Ltd,1,116,0.0,train
18578,18578,0.926,Male,No relevent experience,no_enrollment,High School,STEM,9,50-99,Pvt Ltd,never,13,0.0,train
18579,18579,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,never,168,1.0,train
18580,18580,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Funded Startup,1,45,0.0,train
18581,18581,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,2,139,0.0,train
18582,18582,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,10,50-99,Public Sector,1,10,1.0,train
18583,18583,0.92,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,10000+,Pvt Ltd,>4,18,0.0,train
18584,18584,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,4,56,0.0,train
18585,18585,0.866,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,42,0.0,train
18586,18586,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,100-500,Pvt Ltd,2,11,1.0,train
18587,18587,0.939,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,50-99,Pvt Ltd,1,25,1.0,train
18588,18588,0.624,Male,No relevent experience,Full time course,Graduate,STEM,15,10000+,Pvt Ltd,2,156,1.0,train
18589,18589,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,24,0.0,train
18590,18590,0.624,Male,No relevent experience,Full time course,High School,STEM,7,50-99,Pvt Ltd,never,17,1.0,train
18591,18591,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Early Stage Startup,1,15,0.0,train
18592,18592,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,2,50-99,Pvt Ltd,1,31,0.0,train
18593,18593,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1,24,1.0,train
18594,18594,0.913,Male,No relevent experience,Full time course,High School,STEM,2,50-99,Pvt Ltd,never,32,0.0,train
18595,18595,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,2,50-99,Pvt Ltd,1,75,1.0,train
18596,18596,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,50-99,Pvt Ltd,>4,5,0.0,train
18597,18597,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,never,58,0.0,train
18598,18598,0.743,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,50-99,Pvt Ltd,never,9,1.0,train
18599,18599,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,65,0.0,train
18600,18600,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,1,21,1.0,train
18601,18601,0.624,Male,Has relevent experience,Full time course,Masters,STEM,2,<10,Pvt Ltd,2,102,0.0,train
18602,18602,0.924,Male,Has relevent experience,no_enrollment,High School,STEM,>20,1000-4999,Pvt Ltd,2,83,0.0,train
18603,18603,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,2,20,1.0,train
18604,18604,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,3,64,0.0,train
18605,18605,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,2,36,1.0,train
18606,18606,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,9,1.0,train
18607,18607,0.926,Male,No relevent experience,Part time course,Graduate,STEM,<1,1000-4999,Pvt Ltd,1,7,0.0,train
18608,18608,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,never,45,1.0,train
18609,18609,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,4,23,0.0,train
18610,18610,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,117,1.0,train
18611,18611,0.579,Male,No relevent experience,no_enrollment,Graduate,Other,6,100-500,Pvt Ltd,2,5,0.0,train
18612,18612,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,500-999,Funded Startup,2,80,0.0,train
18613,18613,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,<10,Early Stage Startup,2,81,0.0,train
18614,18614,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4,<10,Early Stage Startup,1,23,1.0,train
18615,18615,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,96,1.0,train
18616,18616,0.884,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,64,1.0,train
18617,18617,0.92,Male,No relevent experience,Full time course,High School,STEM,5,50-99,Pvt Ltd,1,17,1.0,train
18618,18618,0.939,Male,No relevent experience,no_enrollment,Graduate,Business Degree,14,1000-4999,Pvt Ltd,>4,100,0.0,train
18619,18619,0.939,Male,No relevent experience,Part time course,High School,STEM,2,10/49,Pvt Ltd,1,90,0.0,train
18620,18620,0.878,Male,Has relevent experience,no_enrollment,Primary School,STEM,5,5000-9999,Pvt Ltd,2,74,0.0,train
18621,18621,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,13,0.0,train
18622,18622,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,>4,72,0.0,train
18623,18623,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,>4,32,1.0,train
18624,18624,0.924,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,96,1.0,train
18625,18625,0.926,Male,No relevent experience,no_enrollment,High School,STEM,2,50-99,Pvt Ltd,never,60,0.0,train
18626,18626,0.698,Male,No relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,3,22,1.0,train
18627,18627,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,2,1.0,train
18628,18628,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,>4,123,0.0,train
18629,18629,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,7,50-99,Pvt Ltd,2,180,0.0,train
18630,18630,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,19,0.0,train
18631,18631,0.856,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,2,182,1.0,train
18632,18632,0.8270000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,2,92,0.0,train
18633,18633,0.767,Male,Has relevent experience,Part time course,Graduate,STEM,8,100-500,NGO,1,24,0.0,train
18634,18634,0.92,Female,No relevent experience,Part time course,High School,STEM,4,50-99,Pvt Ltd,1,74,1.0,train
18635,18635,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,1,88,0.0,train
18636,18636,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,4,79,0.0,train
18637,18637,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,3,55,0.0,train
18638,18638,0.92,Male,No relevent experience,no_enrollment,Graduate,Business Degree,4,50-99,Funded Startup,1,23,0.0,train
18639,18639,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,2,18,0.0,train
18640,18640,0.926,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,50-99,Pvt Ltd,>4,131,1.0,train
18641,18641,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,1,98,1.0,train
18642,18642,0.895,Male,No relevent experience,no_enrollment,Phd,STEM,>20,100-500,Public Sector,>4,24,0.0,train
18643,18643,0.899,Male,Has relevent experience,Full time course,High School,STEM,2,10/49,Pvt Ltd,never,25,0.0,train
18644,18644,0.887,Male,Has relevent experience,no_enrollment,High School,STEM,17,100-500,Pvt Ltd,1,133,0.0,train
18645,18645,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,2,25,1.0,train
18646,18646,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,1,33,0.0,train
18647,18647,0.624,Male,No relevent experience,Full time course,Masters,STEM,1,50-99,Pvt Ltd,1,82,1.0,train
18648,18648,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,82,1.0,train
18649,18649,0.555,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,never,2,1.0,train
18650,18650,0.7759999999999999,Male,Has relevent experience,no_enrollment,High School,STEM,13,50-99,Pvt Ltd,1,10,0.0,train
18651,18651,0.92,Other,No relevent experience,Part time course,Graduate,STEM,2,<10,Other,2,45,1.0,train
18652,18652,0.804,Male,Has relevent experience,no_enrollment,Masters,No Major,16,50-99,Pvt Ltd,3,58,0.0,train
18653,18653,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,262,0.0,train
18654,18654,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,never,9,0.0,train
18655,18655,0.691,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,50-99,Pvt Ltd,1,20,1.0,train
18656,18656,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,100-500,Funded Startup,4,36,0.0,train
18657,18657,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,>4,45,0.0,train
18658,18658,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,3,28,0.0,train
18659,18659,0.897,Male,No relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,1,23,0.0,train
18660,18660,0.878,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,106,0.0,train
18661,18661,0.92,Female,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,>4,4,0.0,train
18662,18662,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,>4,7,1.0,train
18663,18663,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,4,0.0,train
18664,18664,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,2,12,0.0,train
18665,18665,0.555,Male,Has relevent experience,no_enrollment,Graduate,Arts,2,100-500,Early Stage Startup,1,20,0.0,train
18666,18666,0.754,Male,Has relevent experience,Part time course,Masters,STEM,13,50-99,Pvt Ltd,1,37,1.0,train
18667,18667,0.925,Male,No relevent experience,no_enrollment,Masters,STEM,13,100-500,Funded Startup,1,292,0.0,train
18668,18668,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,1,68,0.0,train
18669,18669,0.754,Male,No relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,1,80,1.0,train
18670,18670,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Public Sector,>4,42,0.0,train
18671,18671,0.884,Male,No relevent experience,Part time course,Masters,STEM,5,50-99,Pvt Ltd,1,23,1.0,train
18672,18672,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,47,0.0,train
18673,18673,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,8,0.0,train
18674,18674,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,20,0.0,train
18675,18675,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Funded Startup,1,152,0.0,train
18676,18676,0.754,Male,Has relevent experience,no_enrollment,High School,STEM,>20,50-99,Pvt Ltd,never,112,0.0,train
18677,18677,0.763,Male,No relevent experience,no_enrollment,High School,STEM,<1,50-99,Pvt Ltd,never,28,0.0,train
18678,18678,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Pvt Ltd,2,57,0.0,train
18679,18679,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Funded Startup,3,24,0.0,train
18680,18680,0.701,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,never,112,0.0,train
18681,18681,0.939,Male,Has relevent experience,Full time course,Graduate,STEM,8,10000+,Pvt Ltd,>4,68,0.0,train
18682,18682,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,50-99,Pvt Ltd,2,104,0.0,train
18683,18683,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,94,1.0,train
18684,18684,0.855,Female,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,2,66,0.0,train
18685,18685,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,2,56,0.0,train
18686,18686,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,10,5000-9999,Pvt Ltd,1,23,0.0,train
18687,18687,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,4,90,0.0,train
18688,18688,0.926,Male,Has relevent experience,no_enrollment,High School,STEM,5,<10,Pvt Ltd,never,6,0.0,train
18689,18689,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,2,63,0.0,train
18690,18690,0.802,Male,Has relevent experience,Part time course,High School,STEM,11,<10,Pvt Ltd,1,55,0.0,train
18691,18691,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,98,0.0,train
18692,18692,0.767,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,1,17,1.0,train
18693,18693,0.624,Male,Has relevent experience,Full time course,Masters,STEM,6,1000-4999,Pvt Ltd,1,7,0.0,train
18694,18694,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,15,5000-9999,Pvt Ltd,>4,46,1.0,train
18695,18695,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,1,52,0.0,train
18696,18696,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,12,1000-4999,Pvt Ltd,1,51,0.0,train
18697,18697,0.624,Male,No relevent experience,Part time course,High School,STEM,1,50-99,Pvt Ltd,never,232,0.0,train
18698,18698,0.55,Male,Has relevent experience,Part time course,High School,STEM,4,50-99,Pvt Ltd,1,32,1.0,train
18699,18699,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,2,90,0.0,train
18700,18700,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,24,0.0,train
18701,18701,0.92,Male,No relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,never,10,0.0,train
18702,18702,0.767,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,>4,26,0.0,train
18703,18703,0.624,Male,No relevent experience,Full time course,High School,STEM,3,50-99,Pvt Ltd,never,151,1.0,train
18704,18704,0.624,Female,No relevent experience,no_enrollment,Masters,STEM,<1,10/49,Pvt Ltd,1,6,1.0,train
18705,18705,0.926,Male,No relevent experience,Full time course,High School,STEM,3,50-99,Pvt Ltd,never,29,0.0,train
18706,18706,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,30,0.0,train
18707,18707,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,3,164,1.0,train
18708,18708,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,42,0.0,train
18709,18709,0.926,Male,Has relevent experience,no_enrollment,High School,STEM,8,50-99,Pvt Ltd,>4,41,0.0,train
18710,18710,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,79,0.0,train
18711,18711,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,92,0.0,train
18712,18712,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,50-99,Pvt Ltd,>4,35,1.0,train
18713,18713,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,50-99,Pvt Ltd,1,134,1.0,train
18714,18714,0.624,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,never,176,1.0,train
18715,18715,0.855,Male,No relevent experience,Full time course,High School,STEM,7,50-99,Pvt Ltd,never,89,0.0,train
18716,18716,0.893,Male,No relevent experience,Full time course,Graduate,STEM,11,10000+,Pvt Ltd,1,16,0.0,train
18717,18717,0.804,Male,No relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,never,74,0.0,train
18718,18718,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,39,0.0,train
18719,18719,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Public Sector,1,4,0.0,train
18720,18720,0.847,Male,No relevent experience,Full time course,Graduate,STEM,5,100-500,Pvt Ltd,1,13,0.0,train
18721,18721,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,2,55,0.0,train
18722,18722,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,2,124,0.0,train
18723,18723,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,8,0.0,train
18724,18724,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,10,5000-9999,Pvt Ltd,>4,55,0.0,train
18725,18725,0.767,Male,No relevent experience,Full time course,High School,STEM,7,50-99,Pvt Ltd,1,12,0.0,train
18726,18726,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,21,0.0,train
18727,18727,0.92,Female,No relevent experience,no_enrollment,Phd,STEM,17,100-500,NGO,4,16,0.0,train
18728,18728,0.624,Male,No relevent experience,Full time course,High School,STEM,9,50-99,Pvt Ltd,1,68,1.0,train
18729,18729,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,110,0.0,train
18730,18730,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,82,0.0,train
18731,18731,0.913,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,100-500,Pvt Ltd,1,39,0.0,train
18732,18732,0.866,Male,No relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,50,0.0,train
18733,18733,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,4,36,1.0,train
18734,18734,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,>4,8,1.0,train
18735,18735,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,4,35,0.0,train
18736,18736,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,41,0.0,train
18737,18737,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,500-999,Pvt Ltd,2,17,0.0,train
18738,18738,0.767,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,1,34,0.0,train
18739,18739,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,4,10/49,Pvt Ltd,3,87,0.0,train
18740,18740,0.92,Female,No relevent experience,no_enrollment,Graduate,Business Degree,18,50-99,Pvt Ltd,>4,38,0.0,train
18741,18741,0.899,Male,Has relevent experience,Part time course,High School,STEM,10,10000+,Public Sector,>4,66,0.0,train
18742,18742,0.836,Male,Has relevent experience,Part time course,Graduate,STEM,10,1000-4999,Pvt Ltd,2,47,0.0,train
